Label,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
Demography - Number of deaths - Metropolitan France,56261,50329,61898,65851,47953,45113,45999,48041,48037,56931,65059,63127,65530,56086,57332,56174,51332,44883,47343,49011,48267,52650,52694,62899,64964,55554,55888,54909,49871,46973,53298,51367,48234,54605,53545,69226,62600,51000,54100
