Country/Region,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31
France,57355,51413,63128,66948,49140,46295,47220,49317,49377,58197,66237,64295,66778,57262,58660,57387,52604,46221,48754,51649,50068,54057,53914,64231,66722,57023,57292,56141,51226,48379,54724,52838,49600,55868,54743,70566,64000,52100,55300
